id,question,ground_truth,method,rank,semantic_similarity_to_ground_truth,doc_key,title,source_file,source_type,page,chunk_id,doc_id,retrieval_time_sec,human_support_label,human_note
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid,2,0.830851,学校文件Teaching service.pdf:2:1|data\kb_docs\学校文件Teaching service.pdf|2|1|41,学校文件Teaching service,data\kb_docs\学校文件Teaching service.pdf,pdf,2,1,学校文件Teaching service.pdf:2:1,0.173868,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid,3,0.711027,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|1|83,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1,0.173868,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid,4,0.914076,faq:FAQ060|data\faq_database.json|None|60|249,FAQ FAQ060,data\faq_database.json,faq_json,,60,faq:FAQ060,0.173868,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid,5,0.732351,学校文件Teaching service.pdf:1:1|data\kb_docs\学校文件Teaching service.pdf|1|1|40,学校文件Teaching service,data\kb_docs\学校文件Teaching service.pdf,pdf,1,1,学校文件Teaching service.pdf:1:1,0.173868,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid_rerank,1,0.962399,faq:FAQ033|data\faq_database.json|None|33|222,FAQ FAQ033,data\faq_database.json,faq_json,,33,faq:FAQ033,18.781757,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid_rerank,2,0.830851,学校文件Teaching service.pdf:2:1|data\kb_docs\学校文件Teaching service.pdf|2|1|41,学校文件Teaching service,data\kb_docs\学校文件Teaching service.pdf,pdf,2,1,学校文件Teaching service.pdf:2:1,18.781757,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid_rerank,3,0.914076,faq:FAQ060|data\faq_database.json|None|60|249,FAQ FAQ060,data\faq_database.json,faq_json,,60,faq:FAQ060,18.781757,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid_rerank,4,0.711027,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|1|83,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1,18.781757,,
EVAL033,哪些情况会影响学士学位授予？,若存在学位论文或公开发表研究成果抄袭、篡改、伪造等学术不端行为且情节严重，或存在代写、买卖论文等行为，或在读期间受到记过以上处分且申请学位时尚未解除等情形，不授予学士学位。,hybrid_rerank,5,0.732351,学校文件Teaching service.pdf:1:1|data\kb_docs\学校文件Teaching service.pdf|1|1|40,学校文件Teaching service,data\kb_docs\学校文件Teaching service.pdf,pdf,1,1,学校文件Teaching service.pdf:1:1,18.781757,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,bm25_only,1,0.960427,faq:FAQ036|data\faq_database.json|None|36|225,FAQ FAQ036,data\faq_database.json,faq_json,,36,faq:FAQ036,0.002436,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,bm25_only,2,0.848812,附件1.课程教学大纲模板（中文）.docx:0:1|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|1|144,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,1,附件1.课程教学大纲模板（中文）.docx:0:1,0.002436,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,bm25_only,3,0.791444,附件1山东大学本科教学事故分类分级认定标准.docx:0:2|data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx|None|2|148,附件1山东大学本科教学事故分类分级认定标准,data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx,docx,,2,附件1山东大学本科教学事故分类分级认定标准.docx:0:2,0.002436,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,bm25_only,4,0.872956,附件1.课程教学大纲模板（中文）.docx:0:2|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|2|145,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,2,附件1.课程教学大纲模板（中文）.docx:0:2,0.002436,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,bm25_only,5,0.763712,faq:FAQ027|data\faq_database.json|None|27|216,FAQ FAQ027,data\faq_database.json,faq_json,,27,faq:FAQ027,0.002436,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,faiss_only,1,0.960427,faq:FAQ036|data\faq_database.json|None|36|225,FAQ FAQ036,data\faq_database.json,faq_json,,36,faq:FAQ036,0.165917,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,faiss_only,2,0.848812,附件1.课程教学大纲模板（中文）.docx:0:1|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|1|144,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,1,附件1.课程教学大纲模板（中文）.docx:0:1,0.165917,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,faiss_only,3,0.572492,附件2.课程教学大纲模板（英文）.docx:0:3|data\kb_docs\附件2.课程教学大纲模板（英文）.docx|None|3|156,附件2.课程教学大纲模板（英文）,data\kb_docs\附件2.课程教学大纲模板（英文）.docx,docx,,3,附件2.课程教学大纲模板（英文）.docx:0:3,0.165917,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,faiss_only,4,0.752787,附件2.课程教学大纲模板（英文）.docx:0:1|data\kb_docs\附件2.课程教学大纲模板（英文）.docx|None|1|154,附件2.课程教学大纲模板（英文）,data\kb_docs\附件2.课程教学大纲模板（英文）.docx,docx,,1,附件2.课程教学大纲模板（英文）.docx:0:1,0.165917,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,faiss_only,5,0.872956,附件1.课程教学大纲模板（中文）.docx:0:2|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|2|145,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,2,附件1.课程教学大纲模板（中文）.docx:0:2,0.165917,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid,1,0.960427,faq:FAQ036|data\faq_database.json|None|36|225,FAQ FAQ036,data\faq_database.json,faq_json,,36,faq:FAQ036,0.191538,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid,2,0.848812,附件1.课程教学大纲模板（中文）.docx:0:1|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|1|144,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,1,附件1.课程教学大纲模板（中文）.docx:0:1,0.191538,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid,3,0.791444,附件1山东大学本科教学事故分类分级认定标准.docx:0:2|data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx|None|2|148,附件1山东大学本科教学事故分类分级认定标准,data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx,docx,,2,附件1山东大学本科教学事故分类分级认定标准.docx:0:2,0.191538,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid,4,0.872956,附件1.课程教学大纲模板（中文）.docx:0:2|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|2|145,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,2,附件1.课程教学大纲模板（中文）.docx:0:2,0.191538,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid,5,0.752787,附件2.课程教学大纲模板（英文）.docx:0:1|data\kb_docs\附件2.课程教学大纲模板（英文）.docx|None|1|154,附件2.课程教学大纲模板（英文）,data\kb_docs\附件2.课程教学大纲模板（英文）.docx,docx,,1,附件2.课程教学大纲模板（英文）.docx:0:1,0.191538,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid_rerank,1,0.960427,faq:FAQ036|data\faq_database.json|None|36|225,FAQ FAQ036,data\faq_database.json,faq_json,,36,faq:FAQ036,18.831125,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid_rerank,2,0.848812,附件1.课程教学大纲模板（中文）.docx:0:1|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|1|144,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,1,附件1.课程教学大纲模板（中文）.docx:0:1,18.831125,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid_rerank,3,0.791444,附件1山东大学本科教学事故分类分级认定标准.docx:0:2|data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx|None|2|148,附件1山东大学本科教学事故分类分级认定标准,data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx,docx,,2,附件1山东大学本科教学事故分类分级认定标准.docx:0:2,18.831125,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid_rerank,4,0.872956,附件1.课程教学大纲模板（中文）.docx:0:2|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|2|145,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,2,附件1.课程教学大纲模板（中文）.docx:0:2,18.831125,,
EVAL036,课程教学大纲一般包括哪些内容？,课程教学大纲模板通常包括课程名称、英文名称、教学单位、培养方案、课程性质、学分学时、适用专业、先修课程、课程描述、课程目标、教学内容、教学方式方法、考核及成绩评定方式、教材及参考资料、课程目标支撑关系等栏目。,hybrid_rerank,5,0.752787,附件2.课程教学大纲模板（英文）.docx:0:1|data\kb_docs\附件2.课程教学大纲模板（英文）.docx|None|1|154,附件2.课程教学大纲模板（英文）,data\kb_docs\附件2.课程教学大纲模板（英文）.docx,docx,,1,附件2.课程教学大纲模板（英文）.docx:0:1,18.831125,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,bm25_only,1,0.983234,faq:FAQ037|data\faq_database.json|None|37|226,FAQ FAQ037,data\faq_database.json,faq_json,,37,faq:FAQ037,0.002208,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,bm25_only,2,0.914362,附件：学生实验守则.pdf:1:1|data\kb_docs\附件：学生实验守则.pdf|1|1|109,附件：学生实验守则,data\kb_docs\附件：学生实验守则.pdf,pdf,1,1,附件：学生实验守则.pdf:1:1,0.002208,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,bm25_only,3,0.917055,附件：学生实验守则.docx:0:1|data\kb_docs\附件：学生实验守则.docx|None|1|167,附件：学生实验守则,data\kb_docs\附件：学生实验守则.docx,docx,,1,附件：学生实验守则.docx:0:1,0.002208,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,bm25_only,4,0.68392,faq:FAQ038|data\faq_database.json|None|38|227,FAQ FAQ038,data\faq_database.json,faq_json,,38,faq:FAQ038,0.002208,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,bm25_only,5,0.73151,附件1.课程教学大纲模板（中文）.docx:0:3|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|3|146,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,3,附件1.课程教学大纲模板（中文）.docx:0:3,0.002208,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,faiss_only,1,0.983234,faq:FAQ037|data\faq_database.json|None|37|226,FAQ FAQ037,data\faq_database.json,faq_json,,37,faq:FAQ037,0.175939,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,faiss_only,2,0.917055,附件：学生实验守则.docx:0:1|data\kb_docs\附件：学生实验守则.docx|None|1|167,附件：学生实验守则,data\kb_docs\附件：学生实验守则.docx,docx,,1,附件：学生实验守则.docx:0:1,0.175939,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,faiss_only,3,0.914362,附件：学生实验守则.pdf:1:1|data\kb_docs\附件：学生实验守则.pdf|1|1|109,附件：学生实验守则,data\kb_docs\附件：学生实验守则.pdf,pdf,1,1,附件：学生实验守则.pdf:1:1,0.175939,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,faiss_only,4,0.88257,附件：学生实验守则.pdf:2:1|data\kb_docs\附件：学生实验守则.pdf|2|1|110,附件：学生实验守则,data\kb_docs\附件：学生实验守则.pdf,pdf,2,1,附件：学生实验守则.pdf:2:1,0.175939,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,faiss_only,5,0.73151,附件1.课程教学大纲模板（中文）.docx:0:3|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|3|146,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,3,附件1.课程教学大纲模板（中文）.docx:0:3,0.175939,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid,1,0.983234,faq:FAQ037|data\faq_database.json|None|37|226,FAQ FAQ037,data\faq_database.json,faq_json,,37,faq:FAQ037,0.15292,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid,2,0.698295,附件1.课程教学大纲模板（中文）.docx:0:1|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|1|144,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,1,附件1.课程教学大纲模板（中文）.docx:0:1,0.15292,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid,3,0.750377,附件1山东大学本科教学事故分类分级认定标准.docx:0:2|data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx|None|2|148,附件1山东大学本科教学事故分类分级认定标准,data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx,docx,,2,附件1山东大学本科教学事故分类分级认定标准.docx:0:2,0.15292,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid,4,0.914362,附件：学生实验守则.pdf:1:1|data\kb_docs\附件：学生实验守则.pdf|1|1|109,附件：学生实验守则,data\kb_docs\附件：学生实验守则.pdf,pdf,1,1,附件：学生实验守则.pdf:1:1,0.15292,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid,5,0.917055,附件：学生实验守则.docx:0:1|data\kb_docs\附件：学生实验守则.docx|None|1|167,附件：学生实验守则,data\kb_docs\附件：学生实验守则.docx,docx,,1,附件：学生实验守则.docx:0:1,0.15292,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid_rerank,1,0.983234,faq:FAQ037|data\faq_database.json|None|37|226,FAQ FAQ037,data\faq_database.json,faq_json,,37,faq:FAQ037,18.206577,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid_rerank,2,0.698295,附件1.课程教学大纲模板（中文）.docx:0:1|data\kb_docs\附件1.课程教学大纲模板（中文）.docx|None|1|144,附件1.课程教学大纲模板（中文）,data\kb_docs\附件1.课程教学大纲模板（中文）.docx,docx,,1,附件1.课程教学大纲模板（中文）.docx:0:1,18.206577,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid_rerank,3,0.750377,附件1山东大学本科教学事故分类分级认定标准.docx:0:2|data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx|None|2|148,附件1山东大学本科教学事故分类分级认定标准,data\kb_docs\附件1山东大学本科教学事故分类分级认定标准.docx,docx,,2,附件1山东大学本科教学事故分类分级认定标准.docx:0:2,18.206577,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid_rerank,4,0.914362,附件：学生实验守则.pdf:1:1|data\kb_docs\附件：学生实验守则.pdf|1|1|109,附件：学生实验守则,data\kb_docs\附件：学生实验守则.pdf,pdf,1,1,附件：学生实验守则.pdf:1:1,18.206577,,
EVAL037,实验课有哪些基本纪律和安全要求？,学生实验应按规定时间到实验室，不得无故迟到早退；须认真预习并经教师同意方可参加实验；要遵守课堂纪律、注意实验安全、爱护仪器设备、如实记录实验现象，并在实验结束后关闭水电热源、整理仪器、做好清洁后方可离开。,hybrid_rerank,5,0.917055,附件：学生实验守则.docx:0:1|data\kb_docs\附件：学生实验守则.docx|None|1|167,附件：学生实验守则,data\kb_docs\附件：学生实验守则.docx,docx,,1,附件：学生实验守则.docx:0:1,18.206577,,
EVAL039,文科实践创新行动方案强调什么培养路径？,文科实践创新行动方案强调通过课程学习、项目探索、大师引领、竞赛锻炼、平台支撑“五位一体”的实践育人体系，提升学生发现问题、分析问题和解决复杂问题的能力。,bm25_only,1,0.96295,faq:FAQ039|data\faq_database.json|None|39|228,FAQ FAQ039,data\faq_database.json,faq_json,,39,faq:FAQ039,0.001723,,
EVAL039,文科实践创新行动方案强调什么培养路径？,文科实践创新行动方案强调通过课程学习、项目探索、大师引领、竞赛锻炼、平台支撑“五位一体”的实践育人体系，提升学生发现问题、分析问题和解决复杂问题的能力。,bm25_only,2,0.762837,山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf:3:1|data\kb_docs\山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf|3|1|57,山东大学文科实践创新行动方案（山大教字〔2023〕23号）,data\kb_docs\山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf,pdf,3,1,山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf:3:1,0.001723,,
EVAL039,文科实践创新行动方案强调什么培养路径？,文科实践创新行动方案强调通过课程学习、项目探索、大师引领、竞赛锻炼、平台支撑“五位一体”的实践育人体系，提升学生发现问题、分析问题和解决复杂问题的能力。,bm25_only,3,0.807234,山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf:1:1|data\kb_docs\山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf|1|1|52,山东大学文科实践创新行动方案（山大教字〔2023〕23号）,data\kb_docs\山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf,pdf,1,1,山东大学文科实践创新行动方案（山大教字〔2023〕23号）.pdf:1:1,0.001723,,
